content,score,text_clean,text_stopword,text_slang,text_no_stopwords
Toko pedia adalah aplikasi yg asyik dan menarik bisa menarik uang yg ada d dompet kita bisa menarik saldo kita dan juga bisa menarik hati kita ... Terkadang ada juga hal yang membuat kita menarik keinginan karna selalu ada gangguan tokped terus untungnya bukan gangguan jiwa kalau gangguan jiwa kita repot,5,toko pedia adalah aplikasi yg asyik dan menarik bisa menarik uang yg ada d dompet kita bisa menarik saldo kita dan juga bisa menarik hati kita  terkadang ada juga hal yang membuat kita menarik keinginan karna selalu ada gangguan tokped terus untungnya bukan gangguan jiwa kalau gangguan jiwa kita repot,toko pedia aplikasi yg asyik menarik menarik uang yg d dompet menarik saldo menarik hati terkadang menarik karna gangguan tokped untungnya gangguan jiwa gangguan jiwa repot,toko pedia aplikasi yang asyik menarik menarik uang yang di dompet menarik saldo menarik hati terkadang menarik karena gangguan tokped untungnya gangguan jiwa gangguan jiwa repot,toko pedia aplikasi asyik menarik menarik uang dompet menarik saldo menarik hati terkadang menarik gangguan tokped untungnya gangguan jiwa gangguan jiwa repot
Asli sumpah.. padahal gw Udeh langganan di Tokopedia.. kemaren gw coba belanja di aplikasi lain.. ternyata pengiriman nya lebih cepat dari Tokopedia..udah ah sekarang gw belanja di Tokopedia untuk terakhir kali nya..besok besok gk dah...,1,asli sumpah padahal gw udeh langganan di tokopedia kemaren gw coba belanja di aplikasi lain ternyata pengiriman nya lebih cepat dari tokopediaudah ah sekarang gw belanja di tokopedia untuk terakhir kali nyabesok besok gk dah,asli sumpah gw udeh langganan tokopedia kemaren gw coba belanja aplikasi pengiriman nya cepat tokopediaudah ah gw belanja tokopedia kali nyabesok besok gk dah,asli sumpah gue sudah langganan tokopedia kemarin gue coba belanja aplikasi pengiriman nya cepat tokopediaudah ah gue belanja tokopedia kali nyabesok besok enggak deh,asli sumpah gue langganan tokopedia kemarin gue coba belanja aplikasi pengiriman nya cepat tokopediaudah ah gue belanja tokopedia kali nyabesok besok deh
mantap sekali bosku,5,mantap sekali bosku,mantap bosku,mantap bosku,mantap bosku
Mantabbbbbb,5,mantabbbbbb,mantabbbbbb,mantabbbbbb,mantabbbbbb
good,5,good,good,good,good
"setiap beli barang disini barang sampe nya lama banget, barang datang di hari ke 4 pemesanan tapi di detail barang dikirimkan kurir hari ke 2,mau minta ke jelasan nya katanya cuman menjalankan tugas",1,setiap beli barang disini barang sampe nya lama banget barang datang di hari ke  pemesanan tapi di detail barang dikirimkan kurir hari ke mau minta ke jelasan nya katanya cuman menjalankan tugas,beli barang barang sampe nya banget barang pemesanan detail barang dikirimkan kurir jelasan nya cuman menjalankan tugas,beli barang barang sampai nya banget barang pemesanan detail barang dikirimkan kurir jelasan nya cuman menjalankan tugas,beli barang barang nya banget barang pemesanan detail barang dikirimkan kurir jelasan nya cuman menjalankan tugas
"pengiriman lebih lama dari toko biru sama orange, kalo pengiriman cepet aja pasti bagus banget ini tokopedia, untuk semua barang bagus hanya saja pengiriman lebih lama.",3,pengiriman lebih lama dari toko biru sama orange kalo pengiriman cepet aja pasti bagus banget ini tokopedia untuk semua barang bagus hanya saja pengiriman lebih lama,pengiriman toko biru orange kalo pengiriman cepet aja bagus banget tokopedia barang bagus pengiriman,pengiriman toko biru orange kalo pengiriman cepat saja bagus banget tokopedia barang bagus pengiriman,pengiriman toko biru orange kalo pengiriman cepat bagus banget tokopedia barang bagus pengiriman
"tokopedia selalu ada kejutan, aku suka itu, 2019 aku pke ini sampe skrg masih bertahan, fiturnya makin lengkap gak ribet juga",5,tokopedia selalu ada kejutan aku suka itu  aku pke ini sampe skrg masih bertahan fiturnya makin lengkap gak ribet juga,tokopedia kejutan suka pke sampe skrg bertahan fiturnya lengkap gak ribet,tokopedia kejutan suka pakai sampai sekarang bertahan fiturnya lengkap enggak ribet,tokopedia kejutan suka pakai bertahan fiturnya lengkap ribet
"Tolonglah untuk penarikan refund di perbaiki klo kayak gini,untuk di percepat pengembalian , tertahan pula saldonya, klo begini mana bisa untuk transaksi lagi",1,tolonglah untuk penarikan refund di perbaiki klo kayak giniuntuk di percepat pengembalian  tertahan pula saldonya klo begini mana bisa untuk transaksi lagi,tolonglah penarikan refund perbaiki klo kayak giniuntuk percepat pengembalian tertahan saldonya klo transaksi,tolonglah penarikan refund perbaiki kalo kayak giniuntuk percepat pengembalian tertahan saldonya kalo transaksi,tolonglah penarikan refund perbaiki kalo kayak giniuntuk percepat pengembalian tertahan saldonya kalo transaksi
Sekarang semenjak adanya kurir rekomendasi susah di lacak pengirimannya. Apalagi adanya kurir SAPX dan idexpress. Tambah lama bgt kirimannya. Kapok transaksi disini,1,sekarang semenjak adanya kurir rekomendasi susah di lacak pengirimannya apalagi adanya kurir sapx dan idexpress tambah lama bgt kirimannya kapok transaksi disini,semenjak kurir rekomendasi susah lacak pengirimannya kurir sapx idexpress bgt kirimannya kapok transaksi,semenjak kurir rekomendasi susah lacak pengirimannya kurir sapx idexpress banget kirimannya kapok transaksi,semenjak kurir rekomendasi susah lacak pengirimannya kurir sapx idexpress banget kirimannya kapok transaksi
"Pengen maju customer service nya perbaiki,ini susah sekali hubungi cs nya,selalu si tanya robot itu,jd klo komplain susah minta tolong nya,mending di toko oren atau lzda aja",1,pengen maju customer service nya perbaikiini susah sekali hubungi cs nyaselalu si tanya robot itujd klo komplain susah minta tolong nyamending di toko oren atau lzda aja,pengen maju customer service nya perbaikiini susah hubungi cs nyaselalu si robot itujd klo komplain susah tolong nyamending toko oren lzda aja,pengin maju customer service nya perbaikiini susah hubungi cs nyaselalu sih robot itujd kalo komplain susah tolong nyamending toko oren lzda saja,pengin maju customer service nya perbaikiini susah hubungi cs nyaselalu sih robot itujd kalo komplain susah tolong nyamending toko oren lzda
"Bagus, lmy lngkap produk nya",5,bagus lmy lngkap produk nya,bagus lmy lngkap produk nya,bagus lmy lngkap produk nya,bagus lmy lngkap produk nya
Tdk sprti dl lg,1,tdk sprti dl lg,tdk sprti dl lg,tidak seperti dulu lagi,
"Punya anak bangsa, jadi bangga. Pengguna baru daoat diskon promo. Detail infonya. Bisa pakai gopay. Sayangnya gak bisa transfer dari Bank lain selain BCA. Tampilan info-info di wall juga terlalu ramai.",5,punya anak bangsa jadi bangga pengguna baru daoat diskon promo detail infonya bisa pakai gopay sayangnya gak bisa transfer dari bank lain selain bca tampilan infoinfo di wall juga terlalu ramai,anak bangsa bangga pengguna daoat diskon promo detail infonya pakai gopay sayangnya gak transfer bank bca tampilan infoinfo wall ramai,anak bangsa bangga pengguna daoat diskon promo detail infonya pakai gopay sayangnya enggak transfer bank baca tampilan infoinfo wall ramai,anak bangsa bangga pengguna daoat diskon promo detail infonya pakai gopay sayangnya transfer bank baca tampilan infoinfo wall ramai
Barang Lengkap Kemasan Rapih Pengiriman Cepat Hatur Nuhun 🙏,5,barang lengkap kemasan rapih pengiriman cepat hatur nuhun ,barang lengkap kemasan rapih pengiriman cepat hatur nuhun,barang lengkap kemasan rapi pengiriman cepat hatur nuhun,barang lengkap kemasan rapi pengiriman cepat hatur nuhun
mantap sekali 👍,5,mantap sekali ,mantap,mantap,mantap
bagus,5,bagus,bagus,bagus,bagus
"katanyau dapet diskon 99% bagi pengguna baru, udh di pake malah di batalin tokped, penipuan aj u kocak",1,katanyau dapet diskon  bagi pengguna baru udh di pake malah di batalin tokped penipuan aj u kocak,katanyau dapet diskon pengguna udh pake batalin tokped penipuan aj u kocak,katanyau dapat diskon pengguna sudah pakai batalin tokped penipuan saja lu kocak,katanyau diskon pengguna pakai batalin tokped penipuan lu kocak
gajelas dibatalkan sama tokopedianya,1,gajelas dibatalkan sama tokopedianya,gajelas dibatalkan tokopedianya,enggak jelas dibatalkan tokopedianya,dibatalkan tokopedianya
Pengiriman selalu lambat tidak seperti pengiriman shopee selalu tepat waktu,1,pengiriman selalu lambat tidak seperti pengiriman shopee selalu tepat waktu,pengiriman lambat pengiriman shopee,pengiriman lambat pengiriman shopee,pengiriman lambat pengiriman shopee
"Pengiriman barang selalu melebihi estimasi, kurir rekomendasi tokped sangat buruk, mending di toko oren atau merah berani garansi ketepatan waktu kirim",1,pengiriman barang selalu melebihi estimasi kurir rekomendasi tokped sangat buruk mending di toko oren atau merah berani garansi ketepatan waktu kirim,pengiriman barang melebihi estimasi kurir rekomendasi tokped buruk mending toko oren merah berani garansi ketepatan kirim,pengiriman barang melebihi estimasi kurir rekomendasi tokped buruk mending toko oren merah berani garansi ketepatan kirim,pengiriman barang melebihi estimasi kurir rekomendasi tokped buruk mending toko oren merah berani garansi ketepatan kirim
"tolong bantu dong,barang saya hilang belum sampe pada saat ini,uang belum kembali sudah hubungi cs masih di suruh menunggu",4,tolong bantu dongbarang saya hilang belum sampe pada saat iniuang belum kembali sudah hubungi cs masih di suruh menunggu,tolong bantu dongbarang hilang sampe iniuang hubungi cs suruh menunggu,tolong bantu dongbarang hilang sampai iniuang hubungi cs suruh menunggu,tolong bantu dongbarang hilang iniuang hubungi cs suruh menunggu
Pernah dapet diskon minyak sunco 2l cuma 2 rebu an,5,pernah dapet diskon minyak sunco l cuma  rebu an,dapet diskon minyak sunco l rebu an,dapat diskon minyak sunco l rebu an,diskon minyak sunco l rebu an
"Mudah untuk berbelanja,banyak promo.",4,mudah untuk berbelanjabanyak promo,mudah berbelanjabanyak promo,mudah berbelanjabanyak promo,mudah berbelanjabanyak promo
Pencarian nya kenapa GK konsisten kyk dulu tolong benerin lagi lah,1,pencarian nya kenapa gk konsisten kyk dulu tolong benerin lagi lah,pencarian nya gk konsisten kyk tolong benerin,pencarian nya enggak konsisten kayak tolong benerin,pencarian nya konsisten kayak tolong benerin
bisa ga iklan nya gausah muncul terus di aplikasi lain?🥰,1,bisa ga iklan nya gausah muncul terus di aplikasi lain,ga iklan nya gausah muncul aplikasi,enggak iklan nya enggak usah muncul aplikasi,iklan nya muncul aplikasi
sangat mudah dlam pembayaran,5,sangat mudah dlam pembayaran,mudah dlam pembayaran,mudah dalam pembayaran,mudah pembayaran
"aplikasi k*nt*l lama banget pengiriman ya udah seminggu gak nyampe"" nama doang sicepat tapi lelet banget kerja ya aduh parah aplikasi ini kecewa alamat jelas padahal gak dikirim"" aduhhhhh",1,aplikasi kntl lama banget pengiriman ya udah seminggu gak nyampe nama doang sicepat tapi lelet banget kerja ya aduh parah aplikasi ini kecewa alamat jelas padahal gak dikirim aduhhhhh,aplikasi kntl banget pengiriman ya udah seminggu gak nyampe nama doang sicepat lelet banget kerja ya aduh parah aplikasi kecewa alamat gak dikirim aduhhhhh,aplikasi kntl banget pengiriman ya sudah seminggu enggak sampai nama doang sicepat lelet banget kerja ya aduh parah aplikasi kecewa alamat enggak dikirim aduhhhhh,aplikasi kntl banget pengiriman ya seminggu nama doang sicepat lelet banget kerja ya aduh parah aplikasi kecewa alamat dikirim aduhhhhh
"Solusi pengajuan komplain tidak memuaskan, dan tidak ada tindakan ke penjual yg bermasalah. Seperti seller sukses al amin sejahtera.",3,solusi pengajuan komplain tidak memuaskan dan tidak ada tindakan ke penjual yg bermasalah seperti seller sukses al amin sejahtera,solusi pengajuan komplain memuaskan tindakan penjual yg bermasalah seller sukses al amin sejahtera,solusi pengajuan komplain memuaskan tindakan penjual yang bermasalah seller sukses al amin sejahtera,solusi pengajuan komplain memuaskan tindakan penjual bermasalah seller sukses al amin sejahtera
mantab,5,mantab,mantab,mantab,mantab
Ga niat kasih diskon,1,ga niat kasih diskon,ga niat kasih diskon,enggak niat kasih diskon,niat kasih diskon
ok,4,ok,ok,ok,ok
"Parah sih pesanan non cod mandek di pengiriman tidak sesuai deskripsi, sampai sekarang barang tidak juga sampai,",1,parah sih pesanan non cod mandek di pengiriman tidak sesuai deskripsi sampai sekarang barang tidak juga sampai,parah sih pesanan non cod mandek pengiriman sesuai deskripsi barang,parah sih pesanan non cod mandek pengiriman sesuai deskripsi barang,parah sih pesanan non cod mandek pengiriman sesuai deskripsi barang
Kalau ga niat kasih promo untuk pembeli pertama jangan PHP.. Setelah transaksi di batalkan sistem.. Makin lama makin parah ini aplikasi,1,kalau ga niat kasih promo untuk pembeli pertama jangan php setelah transaksi di batalkan sistem makin lama makin parah ini aplikasi,ga niat kasih promo pembeli php transaksi batalkan sistem parah aplikasi,enggak niat kasih promo pembeli php transaksi batalkan sistem parah aplikasi,niat kasih promo pembeli php transaksi batalkan sistem parah aplikasi
good,5,good,good,good,good
Ya masak pengguna baru udah di co mala dibatalin sepihak. Dan uangnya gk bisa ditarik. Kecewa gak mau pakai Tokopedia lagi. Cuman php.,1,ya masak pengguna baru udah di co mala dibatalin sepihak dan uangnya gk bisa ditarik kecewa gak mau pakai tokopedia lagi cuman php,ya masak pengguna udah co mala dibatalin uangnya gk ditarik kecewa gak pakai tokopedia cuman php,ya masak pengguna sudah cowok mala dibatalin uangnya enggak ditarik kecewa enggak pakai tokopedia cuman php,ya masak pengguna cowok mala dibatalin uangnya ditarik kecewa pakai tokopedia cuman php
Wkwkw najis bgt tokopedia skrng masa pengiriman samday 2 hari aj blm sampai barangny wkwkw padahal gw pengguna pluss dari awal pluss dibuat,1,wkwkw najis bgt tokopedia skrng masa pengiriman samday  hari aj blm sampai barangny wkwkw padahal gw pengguna pluss dari awal pluss dibuat,wkwkw najis bgt tokopedia skrng pengiriman samday aj blm barangny wkwkw gw pengguna pluss pluss,wkwkw najis banget tokopedia sekarang pengiriman samday saja belum barangny wkwkw gue pengguna pluss pluss,wkwkw najis banget tokopedia pengiriman samday barangny wkwkw gue pengguna pluss pluss
sangat membantu masyarakat,5,sangat membantu masyarakat,membantu masyarakat,membantu masyarakat,membantu masyarakat
"tolong hapus expedisi atau jasa pengiriman sicepat,karna merugikan penjual dan pembeli di tokopedia,bintang 1 dulu sampai sicepat hilang dari tokopedia",1,tolong hapus expedisi atau jasa pengiriman sicepatkarna merugikan penjual dan pembeli di tokopediabintang  dulu sampai sicepat hilang dari tokopedia,tolong hapus expedisi jasa pengiriman sicepatkarna merugikan penjual pembeli tokopediabintang sicepat hilang tokopedia,tolong hapus expedisi jasa pengiriman sicepatkarna merugikan penjual pembeli tokopediabintang sicepat hilang tokopedia,tolong hapus expedisi jasa pengiriman sicepatkarna merugikan penjual pembeli tokopediabintang sicepat hilang tokopedia
mohon tidak terlalu menggunakan banyak data. dan jangan sering2 update app ya. thanks,4,mohon tidak terlalu menggunakan banyak data dan jangan sering update app ya thanks,mohon data update app ya thanks,mohon data update app ya thanks,mohon data update app ya thanks
mantappp,5,mantappp,mantappp,mantap,mantap
belanja d tokopedia lebih mudah dan bikin happy karena banyakk diskon nya.... 🥰🥰,5,belanja d tokopedia lebih mudah dan bikin happy karena banyakk diskon nya ,belanja d tokopedia mudah bikin happy banyakk diskon nya,belanja di tokopedia mudah bikin happy banyakk diskon nya,belanja tokopedia mudah bikin happy banyakk diskon nya
Semoga Tokopedia lebih di tingkat kan pelayanannya,5,semoga tokopedia lebih di tingkat kan pelayanannya,semoga tokopedia tingkat pelayanannya,semoga tokopedia tingkat pelayanannya,semoga tokopedia tingkat pelayanannya
