content,score
"Aplikasi tidak berguna sama sekali selalu merugikan konsumen ,, bonus bisa di klaim jg percuma , diskonnya udh di bayar lunas malah di batalin berkali2 oleh sistem ,, dgn alasan akun bla2.... mending tutup aja tokped ,, aplikasi tolol !!!!!! gak ush bikin2 klaim bonus ongkir ini itu klo gak ikhlas tolol",1
terimakasih Tokopedia,5
Kok banyak rating rendah ya? Jadi ragu mau menggunakan Tokopedia..,2
trimakasih,5
mantap tokped,5
💚💚,5
tolong kasih resi pengiriman untuk Tokopedia card nya soalnya saya udah kirim alamat lengkap nya A.n Isana Yuliati,2
bagus,5
mantap,5
"hapus jne dari jasa kirim tokopedia. bikin orang yg mau belanja di tokopedia males, kelamaan nunggu pengirimannya",1
lelet lemot,2
"apk ngelag, agak error",1
top banget dan luar biasa,5
"aplikasi mantap, banyak promo",5
kurng suka,1
balance lah harga sama diskon2nya,5
"Ongkirnya mahal kali untuk diluar kota/pulau jawa Masa pesanan cuman sedikit, sudah puluhan ribu ribu hingga ratusan ongkirnya",1
🤭,5
sangat bagus banget Kren 👍👍👍👍👍,5
baguuuuusss,5
sangat membantu. trims,5
bagus banyak diskon nya,5
tokped banyak²in promo lagi ya. udh mantep belanja disini,5
mantul,5
kepengen liat dulu bagus ga pake toko Pedia semoga saja yah aamiin amanah,2
Kesel banget barang gw ga nyampe tapi ga ada ganti rugi,1
banyak promo diskon ya,5
good,5
"Komplain tp ga ada solusi, cuma dijanjiin akan dikirim hari ini sampai 23:59. Ga ada pergerakan padahal udah dikota yg sama jmdan jarak juga ga jauh. Kapok bgt pake tokopedia, pengiriman JNE, complain kedua2nya ga ada solusi.",1
"tolong putus kontrak dengan IDexpress ekspedisi paling ga bermutu.. selama pihak tokopedia masi bermitra dengan ekspedisi IDexpress, sori bintang 1 ga akan hilang",1
"Belanja dengan nominal besar,, pas d kirim cuma amplop doang dengan tulisan barang harus d ambil sama pembeli... Dan saya pun harus kembali ngeluarin ongkos kirim lagi... Pengajuan komplain juga malah tidak terselesaikan...saya merasa d rugikan,,terus gak ada solusi nya dari pihak tokped untuk masalh seperti ini..",1
"Masukan buat tokped, tolong stop kerjasama dgn JN3",1
ok mantap,5
the best,5
"gratis ongkir tapi harga lebih mahal dari aplikasi belanja online sebelah, malah harganya sama kayak beli di sebelah + pakai ongkir wkwkwk",1
òke bos,5
tokopedia okeee bngettt..,5
IDN,5
"Mau cekout barang, diskonan belum dipakai notifnya pengguna sudah memakai promo",1
perbanyak pilihan diskon 99%,4
Mantaaappp,5
untuk transaksi lain oke...tp untuk promo 100 rupiah blom teruji apa barangnya ori atau KW 18,5
senang berbelanja di Tokopedia,5
sangat puas,5
mantap promo² nya selalu dpt barang yg murah²,5
Kntl emang dah udh 2x trust issue asw udh pesen eh gk dpt paket gw dah kntl³ dah,1
"Aplikasi ga profesional, lepas tanggung jawab,paket Next Day, datangnya 2 hari,kalo emang ga bisa 1 hari sampai,hapus tuh pilihan NEXT DAY",1
ok,5
mantap,5
siip okelah 😉👍,5
"bagus keren, banyak promo nya",5
Mohon diperbaiki bug.,1
mantul 👍,5
Payah masuk akunnya,1
"Tiba tiba ndk bisa pakai promo, udh di chat cs nya. Ga bisa pemulihan akun ttp gabisa pke promo . pdahal banyak promo TPI ga bisa digunakan jadi tutup akun aja. Makasih 🥹",1
"Tolong kerjasama dengan expedisi yang profesional. Status yang di aplikasi dengan aktual paket berbeda, di aplikasi sudah sampai tapi kenyataannya saya datang ke expedisinya paketnya belum sampe, malahan disuruh balik ngambil paket besok lagi. Kan sudah bayar ongkir masa disuruh bolak-balik ngambil paketnya.",1
ok,4
mantap,5
"Ini gimana sih sudah bayar lewat bank malah di batalkan sistem heran banget aku ke apk ini ,kadang bisa kadang gak bisa,sayang dong diskonnya hangus 😭",4
recomendet,5
unyu,5
thanks tokopedia,5
Kurir rekomendasi LEMOT,1
mantap,5
Tidak bisa transaksi,1
"Bagus sih, aplikasinya gak bikin ngelag,banyak promonya",5
mantap,5
ok,5
"Untuk saat ini, toped agak baikan mau nerima saran. saya kasih 5.",5
"Dulu sebelum ada update Verifikasi Data ktp dan wajah saya ada di tokopedia, tp kok sekarang verifikasinya jadi bermasalah, sudah hubungi tokopedia care jawabanya ga memuaskan, masa disuruh hapus akun sih, gimana ini?",5
"sebagai pengguna baru sy kecewa ya. sudah co namun dibatalkan sistem ntah kenapa. sy juga tidak dpt menggunakan fitur apapun di tokped. setiap kali klik pasti pemberitahuan ""ada gangguan dirumah tokped"". sudah 2 hari tidak ada perbaikan dan kejelasan. sy bahkan sudah uninstall kemudian install ulang, namun tetap TDK dapat menggunakan fitur apapun.",2
mantap,5
sulit terhubung ke kostumer servis,1
Susah mau ganti metode pembayaran tolong,1
"Dapat gratis PLUS dari tokopedia, tapi gk guna, malah gk dapat gratis ongkir, belanja barang harga 2 jutaan lebih pun ga dapat gratis ongkir, trus buat apaan fitur PLUS? 💩",1
Mantap,1
memuaskan,5
Good job,5
Apk suka ngebug,1
semoga selalu ada gratis ongkir&promo2 menarik lainya.terimakasih Toped semoga tambah jaya.,5
puas,5
bagus pelayanan tokopedia ini,5
"gila dana kartu kredit gw udah ke potong,tapi barang di batalkan oleh sistem,tapi mau refound dana barangya kga muncul di daftar transaksi malahan hilang mana lumayan lg 300rbu,awas penipu aplikasi ini",1
Telat bayar gopaylater sehari karena kelupaan dendanya 50 ribu .. hati2 guys mending gausah pinjem d tokped atau hapus aja aplikasinya,1
"Apk jelek bgt, pesanan pertama dibuat kecewa dgn transaksi gagal dan pembayaran pengguna baru di menit giliran udh dibayar mlh dicancel",1
aplikasi sangat bermanfaat ...top,5
bagus,4
Aplikasi online Shop paling ngeselin voucher potongan saya hilang gitu aja padahal belum dipake sama sekali dan belum sampai batas waktu berakhir padahal saya pengguna plus dasar tokped mohon perbaiki hal ini,1
Bagi teman mending jangan pake app ini lagi yg tinggl di kalimantan.. Pengiriman Regular yg proses sicepat dan akhirnya Kelamaan sampai 12 hari itu ceritanya gimana. Ini sama aja kami ketipu dong.. kalo sudah datang itu paket lngsung un'install ini aplikasi. Kecewa saya.,2
Product tidak bisa d android. Kocak,1
"Makin kesini makin lambat proses pengirimannya, apalagi kalau pakai J*E. Harusnya bisa evaluasi mengenai hal ini",2
Mantaaap,5
"Untuk saat ini saya beri bintang 1, karena paket saya yg seharusnya sampai pada tanggal 27-28, sampai saat ini belum sampai. Harap segera diperbaiki",1
apk gj LM loding pembayaran nya hampir30 mnt padahal jaringan 5g .udah gitu pas berhasil pembayaran mlh dibatalin LG su,1
discount ny dahsyat...😍,5
kereeeeen,5
semoga Tokopedia yang terbaik,5
sejauh ini aplilasi mudah digunakan,5
mantap,5
Mabtap dan terbaik pokoknya,5
"Gila, aplikasi gj sering di batalin sistem dgn tanpa alasan",1
bagus,5
"Kenapa c tiap buka selalu minta update , udah di update tiap Minggu gitu lagi,bikin memori penuh aja",2
Gw perlu cs gk perlu cakap sama bot. Gk membantu sama sekali ni tokped. Kurir rekomendasi kau tu busuk babi,1
"mantap boss,",5
okehh,4
bagus sekali,5
apaan lemot kurir nya dari segi cs nya aja begitu ga kek shoppe lazada dah gitu proses nya lama banget buruk banget ga lagi' di Tokopedia,1
"RUWETTTT LOGIN AKUN NYA,KONT***L",1
top banget masyaallah,5
seneng banget pake tokped..sering dapet diskon...xixi,5
di coba,5
Tokopedia butut verifikasi pin kagak bisa,1
Opsi gopaylater rasa lintah darat. Iseng make nominal 150k sidah minta ingatkan di whatsapp malah gada notif. telat sehari dendanya 50k ini denda lebih dr 30% cok.,1
"Mudah digunakan serta varian barangnya banyak, semoga makin meningkat pelayanan pelanggannya",5
Tokopedia Card hanya ada opsi cicilan sampai 12 bulan. Seharusnya bisa sampai dengan cicilan 24 bulan.,3
Tolong dong kurangin MB nya biar agak kecilan dikit kasihan yg memo penuh jadi gk bisa download,2
mantap,5
Bagus,5
mantap,5
"Dua kali saya belanja disini selalu ada masalah, yang pertama estimasi tiba nya tidak ada, yang kedua estimasi tiba nya berubah sangat jauh yang awalnya dari tgl 2 okt berubah menjadi 12 okt kan ngaco, padahal pesanan saya bukan yang dari luar provinsi tapi bisa lebih dari sepuluh hari dan kurirnya sangat tidak ramah bahkan terkesan tidak mau memberi penjelasan",1
"Bintang 1 dlu karena tokopedia ga bisa di download, padahal storage aman, data aman, wifi aman",1
tokped etod,1
mantap,5
Kok diskon Harga Rp.1 kok hilang jirr :( padahal belum belanja apa² Huaaaaaa :::(((,4
bagus,5
"Sekarang Tokoped gratis ongkirnya kurir rekomendasi, ngga bisa mke kurir pilihan sendiri. Klo milih kurir Custom, gratis ongkirnya ilang.",2
"kena tipu terus sama tokped dapet kupon diskon 50%, 100% pas udah bayar tiba2 pesanan dibatalkan sistem alasannya gak sesuai kriterialah, manipulasi pesananlah. kalo gak niat gak usah bagi2 kupon",1
"Bagus, semoga ke depan nya lebih baik lagi👍🏼",5
mantap,5
Tokopedia apa ini Gmail,1
utk saat ini bnyk promonya gratis,3
murah sekali,5
Kurang detail penjualan.pengiriman tlng deberi peta perjalanan kurir,1
goddjob,5
jangan lama barang nya uang udah masuk,5
jos gandos...,5
"suka banget sama apk belanja ini banyak banget diskon disini luv"" dehh❤️",5
mudah mantap cepat,5
the best,5
Tolong perbaiki pembayaran melalui gopaylater ..masuk Tokopedia care di apk ga bisa .. makanya saya kasih rating di sini biar dilihat,3
suka,5
👍,5
Pengirimannya lama banget gak kayak kurir aplikasi lain,1
baik,1
mudah praktis,5
"mantap, promonya gilaak..",5
keren ih,5
Tokopedia lagi gangguan apa gimana saya mau belanja metode pemabayarannya kenapa tidak muncul??,2
MANTAP,5
"Kecewa sih dibikin paketan orang telat 1 hari, dikira nunggu enak kali ya kapokkk!!",1
mantap,5
mantappp><,5
murmer cuman Rp.100,5
bagus good,5
bagus banget,5
PROSES PENGIRIM SAAT INI SUDAH MULAI GA JELAS....Tidak Sesuai Dengan Rules....!!!!🤦🏻‍♂️🤦🏻‍♂️Kurir Si Cepat Diganti saja dengan Si Lambat...Lah !!!!,1
"Sebenarnya aku suka belanja di tokopedia, tapi updatan skrg bikin emosi.. masa harga nya hampir di sembunyikan.. cuma ada voucer diskon, Makin hari makin payah tokopedia.. kembaliin dong tampilan sebelumnya...😒😒",1
mantap n keren tokopedia juoz,5
oke banget,5
Bagus,5
keren banget,5
KURIR REKOMENDASI...LAMBATTTT...SAMPAH,1
"SEKARANG TOKOPEDIA JELEK, ADA DISKON GEDE PAS CO MALAH DIBATALIN SISTEM. PAYAH LUU GW AKAN BERALIH KE SHOPEE DAN LAZADA KALO KAYAK GINI MULU MAH",1
sbg jadi yg terbaik,5
memuaskan,5
Ternyata pelayanan toko pedia tidak memuaskan pesanan sering tidak sesuai yang dujualnya,1
keren,5
Bagus,5
"Belanja di toped gak beres,masa beli barang rusak kita komplen minta balikin barang dan dana malahan kita gak bisa komplen malah dana di bayarkan ke penjual yg jual.barang rusak",1
"surat terbuka untuk pihak Tokopedia yang berkerjasama dengan tiktok,seharusnya pihak Tokopedia itu setidaknya memiliki kurir jasa pengiriman sendiri..seperti kami punya kurir Shopee exspress sendiri Apa lagi ongkir nya di buat murah dan ada gratis ongkir nya seluruh Indonesia..jangan mahal ongkir nya Terus saran adakan pengembalian barang 24 jam,biar konsumen puas saya coba cek box contener harga 55k ongkir bisa mencapai 590k terlalu mahal bagi konsumen,itu bisa merusak citra nama baik Tokopedi",1
good job👍,5
oke lah.. klo bisa payleter nya lebih gampang daftar nya,5
Buruk baru pertama belanja saya minyak. Telon. Promo 8rb dh dibatalkan otomatis ma pihak TokopediaCare. Kalo gk mau kasih promo jgn gt ya. 😤😤😡🤬🤬🤬,1
"Jelekk bgtt.. ribet, mahal, diskonnya ga jelas.. klau udh ga ada diskon gausah di tampilin weyyy, mending aplikasiyg lain yg lbh byk & jelas diskonnya",1
good,5
"Jelek banget , zaman sekarang ga ada CS online ? buang jauh jauh tuh aplikasi ga guna banget, mau ngajuin kendala aja susah banget, ga lagi deh pesen disini",1
aplikasi sangat membantu untuk kemajuan para UMKM lokal,5
dari pertama belanja online selalu pake toped ga tau kenapa alasannya. suka aja kali ye.. karya domestik 🤭🤭🤭,5
apk ny sangat membantu sekali dan mudah d jangkau,5
oc bingit,4
Sebenarnya ga niat download app ini tetiba ada iklan melayang utk pengguna baru bisa belanja 100rupiah.. Akhirnya download mencoba betul atau tidak.. Pada saat mau bayar tetiba hilang dan muncul notifikasi waktu habis.. Jadi ga minat belanja di keranjang hijau Thanks pengalamannya,1
oke good,4
Kata nya Pemakaian diskon tidak boleh satu alamat.... Jadi mungkin kalau satu kampung alamat nya sama. Cm 1 orang d dari beratus2 pengguna Tokopedia d kampung yg bs menikmati diskon.,2
Terima kasih tokooedia,5
mantap,5
Pengiriman barang lambat terus,1
ok,5
lebih sukses lg toko pedia dan bnyakin diskon,5
"Feed video tidak dapat diputar ... Habis update malah jadi begini, parah ... Tolong perbaiki dong ...... Tambahan: Ini masalah aplikasi ya, BUKAN TRANSAKSI. Jadi, developer jangan lepas tangan dan lempar masalah ke management Tokped. Tanggapan jangan pake robot dong ...",1
"Admin ga jelas, main blokir2 ga ada bukti",1
"Tolol ini aplikasi promo"" sampah udah .co malah di batalkan sistem.",1
Pengiriman nya lambat!,1
"Tolong dong tokped dibenerin lagi soal paylaternya,kalo bayar pake kredivo terus dicancel ya balikin lagi saldo nya ke kredivo. Jadi ikut ke cancel juga dikredivo nya Jangan dicancel tapi uangnya masuk ke saldo tokped,tau kan kalo paylater tu ada bunga. Kalo begitu sistemnya nanti ditokped dicancel tapi dikredivo ngga ikut ke cancel, kn kalopun dicancel jadi harus ttep bayar bunganya juga dikredivo Para sellernya juga banyak banget yang niat ga niat jualan. Banyak banget yg lelet kirim barang",1
good,5
mantap cumak mau ngajukan pay later kok susah,5
"NIH TEMEN2 GW KASI TAU LU SEMUA JANGAN PERNAH ORDER DI TOKPED DAN LU BALALAN NYESEL, KESEL SAMA PELAYANANNYA DAN PENGIRIMANNYA !! MENDING ORDER DI TOKO LAI N YA JANGAN DI TOKPED, SUMPAH JANGAN YA CUKUP KEJADIAN SAMA GW AJA LEBIH DARI 5 PAKET GW DI TAHAN DI GUDANG DI JNE UDAH SEMINGGU GA DI ANTER2, GW PELANGGAN PLUS PADAHAL LOHH, TAPI YG GW DAPET PELAYANAN MINUS DAN PAIT, NAJIS GW ORDER DI TOKPED LAGI !!! KAPOKKK ! SAMPE SKRG GA ADA PENYELESAIAN KASUS GW MEREKA CM SURUH GW NUNGGU TANPA KEJELASAN",1
"Aplikasi ga jelas udah beli tapi malah dibatalkan oleh sistem karena tidak memenuhi S&K padahal udah jelas mengikuti dengan baik, satu hal lagi saldo refund kenapa tidak balik ke rekening pengirim malah stuck di tokped malah jadinya nyampah. Contohlah Shopee saldo refund kembali ke semestinya ga stuck di saldo tokped",1
makasih banget buat Tokopedia kirain borongan promonya ternyata real hanya 200 perak dapat panci semoga barangnya sampai dengan selamat,5
aplikasi yg sangat baik,5
terkeren sejagat raya sering kasih voucher diskon sukses selalu tokopedia,5
"Sudah lewat tanggal estimasi tapi barang belum jg sampai , malah di status pengiriman alamat pembeli tidak di temukan padahal bukan sekali belanja di toped menggunakan alamat yg sama. Mending Oren aja lebih detail status pengirimannya dan kompensasi keterlambatan jg ada. Bye bye toped aku uninstall sekarang juga",1
Tokopedia yang terbaik banyak promo ...maju terus tokopedia,5
Good Tapi setiap pake promo dibatalin Dan pililih cs Pelit,5
👍👍👍,5
MANTUL BANYAK PROMOOO GUNCANG GUNCANG,5
"mantap ni tokped banyak promo,sering sering adain promo yaaa",5
tokped terbaik trimakasih Tokped,5
Mari kita uninstall aplikasi sampah ini rame rame ke shoope.. bisa bisanya saya claim dana saya di balekan 12 ribu cuma.. barang yg smpe semua busuk... Stop gunakan tiktok..,1
"Aplikasi tertolol yang pernah ada, dapat promo pengguna baru tapi gak bisa dipake emang bener2 aplikasi bego",1
bagus,5
"tokped tuh beneran mau gasih ngasi promo, bilangnya harga promo tapi pas co tetep harga asli? terus gunanya view harga promo buat apa? jujur baru pengguna awal tapi udah kesel duluan, mohon bisa dijadikan pertimbangan untuk ke depannya, terimakasih🙏",2
"3 pesanan di batalkan sistem terus, kapok belanja di tokped",1
mantappp,5
mantap toped,5
Good,5
baikk bangett,5
Huuhh ..pembatalan buat ganti alamat ditolak Payah tokped mending sebelah Tokped kaya orang mau berak ...pembatalan ditolak maen dikirim aja,1
"Secara aplikasi dan tampilan tidak ada masaah, hanya saja kebijakan Kurir Rekomendasi yang sangat tidak rekomendasi. Sangat lama.",3
sangat puass,5
Aplikasi tidak mau rugi,1
bagus,5
semoga lebih baik lagi,5
great,5
baguss,5
Alhamdulillah terimakasih Tokopedia,5
HILANGKAN FITUR KURIR REKOMENDASI WOYYY. BIKIN LAMA PENGIRIMAN DOANG,1
bagus banget,5
Good Job,5
game burik leg draksistem kroco,5
"Ini gmn toped, transaksi yg tidak sesuai brg nya, mau komplain tidak bisa buka pilihan d aplikasi, batas waktu 3 hari uang masuk k seller nya, kedepan d blacklist lah seller2 bermasalah, banyak yg nipu2 lain yg d pajang lain yg di kirim",1
"Pengiriman lamban, gak kaya dulu. Tolong perbaiki pelayanan expedisinya, tegur atau gimana biar pengiriman bisa tepat waktu",2
mantap,5
puas,5
bagud,5
"Pembayaran Briva kok bisa nyasar, padahal jelas2 nomor Briva saya salin dari aplikasi Tokopedia, dan pembayaran sudah sesuai petunjuk....",1
"Aplikasi rusak,ingin memverifikasi gopay loading terus tolong perbaiki ini sangat mengecewakan.",1
wauuu,5
ok lah bagus,5
"Belanja disini sudah 2x pesanan saya di kirim ke orang lain ,,,yg pertama sudah saya bayar yg k2 cod tp sayang barang udah dpt discon malah di kasih ke orang Tolong di perhatikan lagi",1
mantap,3
mantap diskonnya 👍 semoga amanah,5
mantap gratis ongkirnya.... ga seperti aplikasi sebelah.... gratis ongkir harus nunggu tanggal 25 dulu sampai akhir bulan.....,5
Buruk banget sumpah aplikasi ini padahal gw selalu minta kirim paket Nex day dengan biyaya ongkir yg gak murah. Tapi setiap gw komplain ga ada tanggapan dari aplikasi y untuk toko nya . Jangan belanja di platform ini dah,1
bagus,5
"TokoPedia tolong kasih fitur rating kurirnya dong! di aplikasi Shopee udah ada loh kasih rating bagi kurirnya. Saya kadang pengen komplain sama kurir yg suka kirim paket salah alamat dan malah dititipkan ke tetangga. Kenapa dia gak ngucapin salam di depan rumah, padahal sya selalu di rumah, dan alamat udah lengkap. Ini paket saya malah dititipkan ke tetangga, kan sebel juga pas saya belanja barang privasi yang nerima pertama malah orang lain. Tolong di-update yaa ... masa kalah sama Shopee sih?",2
Menurut saya bonus penguna baru sangat bermanfaat harga termurah dan terjangkau ... mohon lebih banyak produk untuk pengguna baru,5
"Gak pernah bisa upload foto, padahal sudah update terbaru. Alasan koneksi bermasalah, padahal aman. Sayang bgt padahal bisa dapet point",3
"Layanan cs complain tidak jelas, kayak gini dapat award, jadwal paling lambat tgl 2 , dan ini belum ada masuk tanggal 3 eh udah di ambil keputusan sepihak, tidak jelas aplikasi saja kadang notif muncul kadang jg tidak aneh",1
